estacion,provincia,temp_max,temp_min,temp_med,viento_racha,viento_vel_max,prec_dia,prec_0_6h,prec_6_12h,prec_12_18h,prec_18_24h,fecha
Pastrana,Guadalajara,,,,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Pantano el Vado,Guadalajara,12.5,-4.5,4.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sigüenza,Guadalajara,9.8,-12.4,-1.3,30.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Mandayona,Guadalajara,10.6,-5.8,2.4,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Campisábalos,Guadalajara,,,,,,,,,,,2021-01-14
Guadalajara,Guadalajara,8.5,-7.0,0.8,11.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Brihuega,Guadalajara,10.3,-6.1,2.1,,,,,,,,2021-01-14
El Pedregal,Guadalajara,7.8,-6.4,0.7,30.0,21.0,,,,,0.0,2021-01-14
Aroche,Huelva,10.4,-5.9,2.2,23.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
El Granado,Huelva,11.6,0.4,6.0,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Ayamonte,Huelva,13.7,3.2,8.4,29.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cartaya,Huelva,11.0,-0.4,5.3,25.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alajar,Huelva,13.2,3.6,8.4,54.0,40.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Valverde del Camino,Huelva,12.8,-1.2,5.8,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
El Cerro de Andévalo,Huelva,13.6,1.3,7.5,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Alosno, Tharsis",Huelva,9.3,-0.4,4.5,33.0,26.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
El Campillo,Huelva,13.1,2.3,7.7,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Villarrasa,Huelva,13.6,-2.3,5.7,18.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Huelva, Ronda Este",Huelva,11.8,-0.6,5.6,29.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cala,Huelva,11.6,-0.1,5.8,24.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Almonte,Huelva,13.5,-2.0,5.8,15.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Moguer, El Arenosillo",Huelva,13.0,1.0,7.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Canfranc,Huesca,7.1,1.0,4.0,47.0,21.0,2.2,0.0,0.0,0.0,2.2,2021-01-14
Jaca,Huesca,7.4,-5.9,0.8,29.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Valle de Hecho, Hecho",Huesca,10.6,-6.2,2.2,59.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Aragüés del Puerto,Huesca,11.3,-2.8,4.3,39.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Bailo,Huesca,9.7,-1.0,4.3,59.0,42.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Biescas,Huesca,7.7,-4.9,1.4,36.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sabiñánigo,Huesca,8.7,-10.6,-1.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Almudévar,Huesca,9.3,-6.6,1.4,51.0,27.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sopeira,Huesca,5.4,-3.0,1.2,52.0,35.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Benabarre,Huesca,6.4,-4.6,0.9,15.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Bielsa,Huesca,12.7,-4.2,4.3,49.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Ainsa,Huesca,5.3,-6.6,-0.6,17.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Torla - Depósito,Huesca,14.9,0.6,7.7,64.0,31.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Benasque,Huesca,12.4,-7.5,2.4,61.0,32.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Seira,Huesca,9.2,-5.2,2.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Capella,Huesca,3.9,-10.3,-3.2,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Barbastro,Huesca,1.9,-2.9,-0.5,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Sariñena, Depósito agua",Huesca,6.5,-3.3,1.6,42.0,26.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Huesca Aeropuerto,Huesca,5.4,-2.9,1.3,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Huesca,Huesca,8.2,-3.3,2.4,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Lanaja,Huesca,6.4,-4.5,1.0,67.0,52.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Ballobar,Huesca,5.6,-2.6,1.5,13.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Tamarite de Litera,Huesca,3.6,-1.4,1.1,9.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Fraga,Huesca,9.1,-2.9,3.1,11.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Escorca, Lluc",Illes Balears,12.1,0.2,6.2,20.0,5.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Banyalbufar,Illes Balears,12.4,7.6,10.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Calvià, Es Capdellà",Illes Balears,14.2,2.8,8.5,32.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Palma, Puerto",Illes Balears,15.9,7.1,11.5,28.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Palma, Universitat",Illes Balears,14.6,6.2,10.4,30.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Sierra de Alfabia, Bunyola",Illes Balears,4.0,1.9,2.9,69.0,48.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Palma de Mallorca, Aeropuerto",Illes Balears,14.7,-0.1,7.3,32.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Llucmajor, Cap Blanc",Illes Balears,14.4,6.7,10.5,29.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Llucmajor,Illes Balears,14.4,2.9,8.6,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Porreres,Illes Balears,16.0,1.7,8.9,16.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Campos, Can Sion",Illes Balears,15.1,-1.8,6.7,26.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Campos, Salines Llevant",Illes Balears,14.3,-1.3,6.5,28.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Santanyí,Illes Balears,15.1,3.8,9.5,26.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Son Servera,Illes Balears,16.5,3.1,9.8,22.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Artà,Illes Balears,15.2,2.3,8.7,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Capdepera,Illes Balears,16.2,9.1,12.7,32.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Artà-Colònia de Sant Pere,Illes Balears,14.1,6.4,10.3,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Muro, S'Albufera",Illes Balears,14.6,1.5,8.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Manacor,Illes Balears,14.5,0.6,7.6,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sineu,Illes Balears,14.7,0.1,7.4,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Santa María del Camí,Illes Balears,14.6,0.3,7.5,21.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Binissalem,Illes Balears,15.0,-0.9,7.1,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Escorca, Son Torrella",Illes Balears,6.8,0.7,3.8,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sa Pobla,Illes Balears,15.1,0.6,7.9,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Pollença,Illes Balears,15.5,7.9,11.7,32.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Port de Pollença,Illes Balears,15.9,5.4,10.6,28.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"La Mola, Maó/Mahón",Illes Balears,13.9,7.4,10.6,,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Es Mercadal,Illes Balears,12.6,7.2,9.9,29.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Ciutadella,Illes Balears,13.1,8.5,10.8,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Ciutadella, Cala Galdana",Illes Balears,13.6,3.6,8.6,31.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Menorca, Aeropuerto",Illes Balears,13.9,6.3,10.1,28.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sant Joan de Labritja,Illes Balears,13.9,-0.3,6.8,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sant Antoni de Portmany,Illes Balears,13.2,1.7,7.4,17.0,7.0,0.1,0.1,0.0,0.0,0.0,2021-01-14
"Ibiza, Aeropuerto",Illes Balears,14.9,2.3,8.6,18.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Eivissa,Illes Balears,15.3,2.0,8.7,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Formentera,Illes Balears,15.4,3.0,9.2,18.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Baeza,Jaén,13.9,-0.5,6.7,13.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Torres,Jaén,11.1,0.9,6.0,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Arroyo del Ojanco,Jaén,15.8,-1.7,7.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Villanueva del Arzobispo,Jaén,13.4,-2.4,5.5,9.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Santa Elena,Jaén,,,,,,,,,,,2021-01-14
Jaén,Jaén,11.0,1.2,6.1,12.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Linares,Jaén,11.8,0.6,6.2,13.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Bailén,Jaén,11.9,-1.2,5.3,12.0,4.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Andújar,Jaén,13.1,-4.4,4.4,17.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alcalá La Real,Jaén,10.5,-0.3,5.1,21.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Valdezcaray, estación de esquí",La Rioja,5.1,-1.4,1.8,26.0,14.0,1.8,0.0,0.0,1.2,0.6,2021-01-14
Haro,La Rioja,4.7,-2.1,1.3,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Anguiano,La Rioja,5.7,-5.7,0.0,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Nájera,La Rioja,7.7,-0.3,3.7,21.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cenicero,La Rioja,6.5,-1.3,2.6,29.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Logroño Aeropuerto,La Rioja,9.1,0.7,4.9,33.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Enciso,La Rioja,9.6,-4.7,2.5,42.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alfaro,La Rioja,11.5,0.3,5.9,47.0,31.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Tías,Las Palmas,16.6,10.3,13.5,39.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Yaiza Playa Blanca,Las Palmas,19.1,13.6,16.4,36.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Lanzarote Aeropuerto,Las Palmas,19.8,12.2,16.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Haría,Las Palmas,16.0,11.7,13.8,36.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Tinajo,Las Palmas,15.9,9.5,12.7,58.0,33.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Pájara,Las Palmas,18.9,15.6,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Tuineje,Puerto Gran Tarajal",Las Palmas,18.7,12.6,15.7,46.0,27.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Antigua,Las Palmas,16.9,11.0,13.9,37.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Fuerteventura Aeropuerto,Las Palmas,20.1,14.2,17.2,52.0,41.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
La Oliva,Las Palmas,17.3,10.9,14.1,37.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"La Oliva, Puerto de Corralejo",Las Palmas,18.6,16.2,17.4,51.0,37.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Vega de San Mateo,Las Palmas,3.8,1.1,2.4,49.0,26.0,0.8,0.0,0.0,0.6,0.2,2021-01-14
"Tejeda, Cruz de Tejeda",Las Palmas,4.6,2.9,3.8,65.0,31.0,6.2,0.4,0.6,0.8,4.4,2021-01-14
Tejeda,Las Palmas,10.2,7.5,8.8,44.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Agaete,Las Palmas,19.1,16.6,17.9,37.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
La Aldea de San Nicolás,Las Palmas,19.5,11.9,15.7,38.0,26.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"San Bartolome Tirajana, Cuevas del Pinar",Las Palmas,7.9,5.0,6.5,30.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"San Bartolome Tirajana, Lomo Pedro Alfonso",Las Palmas,11.7,8.8,10.3,34.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"La Aldea de San Nicolás, Tasarte",Las Palmas,18.0,12.2,15.1,26.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Mogán, Puerto",Las Palmas,19.4,13.7,16.5,27.0,19.0,,,,,,2021-01-14
"San Bartolome Tirajana, Las Tirajanas",Las Palmas,9.6,6.7,8.2,26.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Maspalomas, C. Insular Turismo",Las Palmas,17.6,15.2,16.4,33.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"San Bartolome Tirajana, El Matorral",Las Palmas,20.1,13.2,16.7,35.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Agüimes,Las Palmas,15.9,13.1,14.5,41.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Telde, Centro Forestal Doramas",Las Palmas,15.5,11.8,13.7,24.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Gran Canaria Aeropuerto,Las Palmas,20.1,14.7,17.4,45.0,35.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Telde, Melenara",Las Palmas,19.3,17.0,18.1,37.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Teror,Las Palmas,13.7,7.0,10.3,19.0,10.0,0.4,0.0,0.0,0.2,0.2,2021-01-14
"Las Palmas de Gran Canaria, Tafira",Las Palmas,17.1,12.7,14.9,26.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Las Palmas de Gran Canaria, San Cristobal",Las Palmas,20.6,16.4,18.5,38.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Las Palmas de Gran Canaria, Pl. de la Feria",Las Palmas,,,,29.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Valleseco,Las Palmas,10.3,7.6,9.0,30.0,14.0,0.4,0.0,0.0,0.2,0.2,2021-01-14
Agaete - Suerte Alta,Las Palmas,15.3,12.9,14.1,49.0,32.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Arucas,Las Palmas,17.7,15.0,16.4,29.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Maspalomas,Las Palmas,,,,51.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Teguise,Las Palmas,19.6,14.5,17.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Posada de Valdeón, Soto",León,4.1,-7.4,-1.7,,,0.4,0.0,0.0,0.2,0.2,2021-01-14
Villablino,León,,,,,,,,,,,2021-01-14
Ponferrada,León,7.1,-5.9,0.6,10.0,5.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Vega de Espinareda,León,10.5,-6.8,1.8,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Riaño,León,5.2,-9.0,-1.9,26.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cubillas de Rueda,León,7.8,-9.4,-0.8,15.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Puerto de San Isidro,León,3.1,-2.6,0.3,50.0,31.0,1.4,0.0,0.0,0.6,0.8,2021-01-14
"León, Virgen del Camino",León,10.7,-6.6,2.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Valencia de Don Juan,León,0.1,-6.3,-3.1,15.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Barrios de Luna, Miñera",León,13.4,-5.7,3.8,26.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Quintana del Castillo, Villameca",León,9.8,-0.1,4.9,31.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Astorga,León,12.9,-6.3,3.3,26.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Lagunas de Somoza,León,11.7,-8.2,1.8,31.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Bustillo del Páramo,León,7.7,-7.9,-0.1,11.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Martinet,Lleida,8.6,-11.0,-1.2,23.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cap de Rec,Lleida,7.3,-0.5,3.4,28.0,17.0,,,,,,2021-01-14
La Seu d'Urgell,Lleida,12.4,-6.9,2.7,,,,,,,,2021-01-14
Tuixent,Lleida,13.5,-2.6,5.5,25.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Coll de Nargó,Lleida,5.6,-5.4,0.1,51.0,42.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Torà,Lleida,1.7,-0.1,0.8,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Artesa de Segre,Lleida,1.4,-0.2,0.6,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Esterri d'Àneu,Lleida,13.1,-7.4,2.9,31.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Port Ainé,Lleida,-0.1,-5.5,-2.8,,,,,,,,2021-01-14
Torre de Cabdella,Lleida,12.7,-1.0,5.8,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Talarn,Lleida,5.3,-4.0,0.7,13.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Llimiana,Lleida,-1.4,-4.9,-3.2,10.0,6.0,,,,1.6,0.0,2021-01-14
Granyanella,Lleida,1.7,0.1,0.9,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Os de Balaguer,Lleida,,,,,,,0.0,0.0,0.0,,2021-01-14
Mollerussa,Lleida,4.8,-1.9,1.5,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Vall de Boí,Lleida,14.2,-8.9,2.7,44.0,19.0,,,,,,2021-01-14
Lleida,Lleida,8.7,-1.2,3.7,18.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
La Pobla de Cérvoles,Lleida,5.4,1.0,3.2,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
El Soleràs,Lleida,7.7,1.3,4.5,,,,,0.0,0.0,0.0,2021-01-14
Cap de Vaquèira,Lleida,,,,49.0,35.0,,,,,,2021-01-14
"Naut Aran, Arties",Lleida,2.7,-7.8,-2.6,16.0,9.0,0.5,0.0,0.0,0.0,0.5,2021-01-14
Bossòst,Lleida,7.6,-7.6,0.0,20.0,12.0,1.2,0.0,0.0,0.0,1.2,2021-01-14
Cervantes,Lugo,10.4,-4.1,3.1,16.0,8.0,0.2,0.0,0.0,0.0,0.2,2021-01-14
Ribadeo,Lugo,11.4,4.0,7.7,43.0,30.0,0.2,0.0,0.0,0.2,0.0,2021-01-14
Mondoñedo,Lugo,10.6,1.1,5.9,,,1.0,0.0,0.0,0.8,0.2,2021-01-14
Burela,Lugo,13.5,7.6,10.5,,,1.0,0.0,0.0,0.6,0.4,2021-01-14
Monterroso,Lugo,7.4,1.3,4.4,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Lugo Aeropuerto,Lugo,7.5,-2.8,2.4,15.0,8.0,0.6,0.0,0.0,0.0,0.6,2021-01-14
Lugo,Lugo,6.7,-1.8,2.4,14.0,8.0,0.6,0.0,0.0,0.0,0.6,2021-01-14
O Páramo,Lugo,6.4,-3.3,1.6,,,1.4,0.0,0.0,0.0,1.4,2021-01-14
Becerreá,Lugo,5.0,-3.2,0.9,21.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
O Saviñao,Lugo,,,,,,,,,,,2021-01-14
Folgoso do Courel,Lugo,6.1,-4.8,0.6,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Monforte de Lemos,Lugo,6.1,-5.8,0.1,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Puerto de Navacerrada,Madrid,5.2,-1.8,1.7,40.0,26.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Aranjuez,Madrid,3.7,-11.2,-3.7,9.0,7.0,,0.0,,0.0,0.0,2021-01-14
Rascafría,Madrid,15.1,-7.0,4.1,18.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Buitrago del Lozoya,Madrid,11.4,-3.8,3.8,41.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Somosierra,Madrid,4.8,-3.1,0.9,,,,,,,,2021-01-14
San Sebastián de Los Reyes,Madrid,8.4,-6.9,0.7,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Madrid, El Goloso",Madrid,6.2,-10.5,-2.2,7.0,4.0,,,,,,2021-01-14
Madrid Aeropuerto,Madrid,4.4,-10.9,-3.2,13.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alcala de Henares,Madrid,6.1,-12.4,-3.1,12.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Arganda del Rey,Madrid,3.9,-13.5,-4.8,9.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Colmenar Viejo,Madrid,11.5,1.9,6.7,40.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Pozuelo de Alarcón,Madrid,9.8,-9.8,0.0,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Madrid, Retiro",Madrid,5.1,-5.3,-0.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Tielmes,Madrid,,,,,,,,,,,2021-01-14
Puerto Alto del León,Madrid,3.6,-4.4,-0.4,56.0,30.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alpedrete,Madrid,16.2,-1.4,7.4,28.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Torrelodones,Madrid,12.9,-5.0,3.9,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Rozas de Puerto Real,Madrid,10.2,1.0,5.6,,,,,,,,2021-01-14
Robledo de Chavela,Madrid,9.0,-5.2,1.9,24.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Ronda Instituto,Málaga,,,,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cortes de la Frontera,Málaga,14.5,2.3,8.4,,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alpandeire,Málaga,16.3,3.9,10.1,40.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Gaucín,Málaga,11.4,2.3,6.8,44.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Manilva,Málaga,15.2,6.8,11.0,55.0,37.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Estepona,Málaga,16.3,6.4,11.3,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Benahavís,Málaga,15.4,5.8,10.6,17.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Marbella, Puerto",Málaga,18.7,6.3,12.5,40.0,29.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Marbella,Málaga,15.8,8.6,12.2,46.0,35.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Fuengirola,Málaga,18.1,9.5,13.8,30.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Torremolinos,Málaga,17.9,11.3,14.6,53.0,23.0,,,,,,2021-01-14
Antequera,Málaga,11.5,-2.1,4.7,23.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Álora,Málaga,16.5,6.1,11.3,43.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Coín,Málaga,16.7,5.2,11.0,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Málaga Aeropuerto,Málaga,17.1,9.7,13.4,55.0,37.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Málaga, Centro Meteorológico",Málaga,17.8,8.0,12.9,35.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Málaga, Puerto",Málaga,18.3,8.9,13.6,39.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Rincón de la Victoria,Málaga,20.9,6.9,13.9,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Vélez-Málaga,Málaga,17.1,3.8,10.5,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Algarrobo,Málaga,16.8,5.3,11.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Nerja,Málaga,17.5,8.1,12.8,14.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Fuente de Piedra,Málaga,12.4,-3.5,4.4,21.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Melilla,Melilla,16.2,6.8,11.5,35.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Águilas,Murcia,15.9,5.0,10.4,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cartagena,Murcia,17.0,1.1,9.1,20.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Fuente Álamo de Murcia,Murcia,18.6,2.3,10.5,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Torre-Pacheco,Murcia,17.2,2.5,9.9,21.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
San Javier Aeropuerto,Murcia,16.6,1.0,8.8,24.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Moratalla,Murcia,12.9,3.5,8.2,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Caravaca de La Cruz,Murcia,15.6,1.0,8.3,28.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Calasparra,Murcia,17.1,-1.1,8.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Bullas,Murcia,16.2,2.5,9.4,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
