estacion,provincia,temp_max,temp_min,temp_med,viento_racha,viento_vel_max,prec_dia,prec_0_6h,prec_6_12h,prec_12_18h,prec_18_24h,fecha
Puerto de Leitariegos,Asturias,5.7,-4.9,0.4,34.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Muñotello,Ávila,8.6,-4.2,2.2,13.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Ávila,Ávila,8.4,-9.6,-0.6,20.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Gotarrendura,Ávila,,,,,,,,,,,2021-01-14
Arevalo,Ávila,5.2,-13.1,-4.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Rivilla de Barajas,Ávila,2.2,-4.9,-1.4,21.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Barco de Avila,Ávila,12.9,-7.3,2.8,27.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Puerto El Pico,Ávila,11.1,-11.3,-0.1,25.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cebreros,Ávila,14.5,2.7,8.6,44.0,22.0,,0.0,0.0,,0.0,2021-01-14
Candeleda,Ávila,10.8,-5.7,2.6,12.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Herrera del Duque,Badajoz,12.0,-4.4,3.8,12.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Peraleda del Zaucejo,Badajoz,12.0,-5.0,3.5,14.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Castuera,Badajoz,9.4,1.1,5.2,18.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Navalvillar de Pela,Badajoz,10.0,-3.1,3.5,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Don Benito,Badajoz,9.5,-2.3,3.6,13.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Llerena,Badajoz,9.2,1.4,5.3,22.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Villafranca de los Barros,Badajoz,9.3,-4.8,2.3,23.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Mérida,Badajoz,8.3,-4.9,1.7,9.0,5.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Zafra,Badajoz,10.0,-3.5,3.3,22.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Almendralejo,Badajoz,9.0,-1.7,3.6,17.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Badajoz Aeropuerto,Badajoz,10.0,-2.1,4.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alburquerque,Badajoz,11.4,-4.8,3.3,13.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Puebla de Obando,Badajoz,11.9,-2.1,4.9,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Badajoz,Badajoz,10.8,-3.2,3.8,8.0,5.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Olivenza,Badajoz,11.3,-0.7,5.3,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alconchel,Badajoz,10.4,-1.4,4.5,11.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Barcarrota,Badajoz,10.7,-4.7,3.0,18.0,9.0,0.2,0.0,0.2,0.0,0.0,2021-01-14
Monesterio,Badajoz,9.2,2.7,5.9,22.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Fuente de Cantos,Badajoz,10.3,2.1,6.2,23.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Jerez de los Caballeros,Badajoz,9.7,-3.2,3.2,26.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Fregenal de la Sierra,Badajoz,11.5,-2.8,4.4,21.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Azuaga,Badajoz,10.1,-0.1,5.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Pontons,Barcelona,6.8,1.4,4.1,47.0,31.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Vilafranca del Penedès,Barcelona,10.4,0.3,5.3,29.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sitges,Barcelona,12.4,4.7,8.5,32.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Barcelona Aeropuerto,Barcelona,10.5,4.6,7.5,41.0,33.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Berga,Barcelona,0.7,-3.3,-1.3,12.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Balsareny,Barcelona,5.2,-0.7,2.2,25.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Prats de Lluçanès,Barcelona,1.0,-3.0,-1.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Moià,Barcelona,3.3,-1.8,0.8,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Manresa,Barcelona,5.4,0.4,2.9,33.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Monistrol de Montserrat,Barcelona,1.6,-0.8,0.4,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Igualada,Barcelona,8.0,4.0,6.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Corbera, Pic d'Agulles",Barcelona,3.7,0.4,2.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Barcelona,Barcelona,11.7,5.2,8.4,33.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Barcelona, Museo Marítimo",Barcelona,13.1,6.2,9.7,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Caldes de Montbui,Barcelona,11.7,-2.1,4.8,35.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Arenys de Mar,Barcelona,15.0,4.0,9.5,20.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Santa Susanna,Barcelona,11.9,-0.1,5.9,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Fogars de Montclús,Barcelona,9.0,1.3,5.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Tona,Barcelona,2.7,-2.4,0.1,10.0,5.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sant Julià  de Vilatorta,Barcelona,1.8,-3.4,-0.8,10.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Forua,Bizkaia,11.2,6.5,8.8,29.0,14.0,3.2,0.0,0.0,0.0,3.2,2021-01-14
Machichaco,Bizkaia,12.0,9.4,10.7,77.0,55.0,0.2,0.0,0.0,0.0,0.2,2021-01-14
Punta Galea,Bizkaia,14.9,7.1,11.0,43.0,27.0,0.7,0.0,0.0,0.0,0.7,2021-01-14
Orozko,Bizkaia,10.5,1.4,5.9,15.0,6.0,2.6,0.0,0.0,0.2,2.4,2021-01-14
Abadiño,Bizkaia,6.2,2.0,4.1,,,3.0,0.0,0.0,0.2,2.8,2021-01-14
Amorebieta--Etxano,Bizkaia,10.8,4.2,7.5,25.0,16.0,2.8,0.0,0.0,0.2,2.6,2021-01-14
Balmaseda,Bizkaia,9.4,-0.8,4.3,,,3.6,0.0,0.0,0.6,3.0,2021-01-14
Güeñes,Bizkaia,9.9,1.2,5.5,9.0,4.0,1.6,0.0,0.0,0.2,1.4,2021-01-14
Bilbao Aeropuerto,Bizkaia,11.7,4.7,8.2,35.0,23.0,1.2,0.0,0.0,0.1,1.1,2021-01-14
Sopuerta,Bizkaia,11.8,3.1,7.5,29.0,10.0,2.8,0.0,0.0,0.0,2.8,2021-01-14
Coruña del Conde,Burgos,2.3,-6.2,-1.9,27.0,18.0,0.2,0.0,0.0,0.2,0.0,2021-01-14
Aranda de Duero,Burgos,0.9,-11.4,-5.2,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Pedrosa del Príncipe,Burgos,-1.0,-6.7,-3.8,7.0,4.0,0.2,0.0,0.0,0.2,0.0,2021-01-14
Palacios de la Sierra,Burgos,9.7,-11.8,-1.1,46.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Monterrubio de la Demanda,Burgos,8.5,-5.5,1.5,54.0,23.0,2.8,0.0,0.2,2.6,0.0,2021-01-14
Villamayor de los Montes,Burgos,0.2,-6.5,-3.1,13.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Burgos Aeropuerto,Burgos,6.4,-7.2,-0.4,19.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Santa Gadea de Alfoz,Burgos,4.2,-5.2,-0.5,,,1.2,0.0,0.2,0.2,0.8,2021-01-14
Sargentes de la Lora,Burgos,6.5,-9.3,-1.4,31.0,19.0,0.4,0.0,0.2,0.0,0.2,2021-01-14
Briviesca,Burgos,3.2,-7.4,-2.1,14.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Medina de Pomar,Burgos,2.9,-5.7,-1.4,16.0,5.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Miranda de Ebro,Burgos,8.0,-2.2,2.9,14.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Navalvillar de Ibor,Cáceres,5.7,0.5,3.1,21.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Madrigal de la Vera,Cáceres,8.5,-2.6,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Navalmoral de la Mata,Cáceres,7.6,-7.1,0.3,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Garganta la Olla,Cáceres,8.1,-0.3,3.9,12.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Serradilla,Cáceres,9.8,-2.2,3.8,18.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Jaraicejo,Cáceres,10.5,0.0,5.3,15.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cáceres,Cáceres,12.1,-2.8,4.7,14.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cañaveral,Cáceres,11.5,-2.3,4.6,27.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Nuñomoral,Cáceres,16.7,-5.7,5.5,35.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Guijo de Granadilla,Cáceres,12.4,-3.9,4.2,40.0,28.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Hervás,Cáceres,15.0,0.1,7.6,23.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Montehermoso,Cáceres,13.2,-3.6,4.8,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Tornavacas,Cáceres,12.9,3.0,7.9,59.0,39.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Piornal,Cáceres,13.6,3.6,8.6,31.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Plasencia,Cáceres,10.5,-1.7,4.4,14.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Coria,Cáceres,14.1,-3.6,5.3,24.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Hoyos,Cáceres,14.6,5.7,10.2,46.0,30.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Zarza La Mayor,Cáceres,14.7,-2.9,5.9,13.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Valverde del Fresno,Cáceres,14.9,1.9,8.4,52.0,33.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Aliseda,Cáceres,12.9,-4.7,4.1,21.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Brozas,Cáceres,12.4,-0.2,6.1,24.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Valencia de Alcántara,Cáceres,12.6,-1.1,5.8,25.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Guadalupe,Cáceres,11.8,-1.1,5.4,10.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cañamero,Cáceres,9.4,-1.3,4.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Zorita,Cáceres,10.0,-0.2,4.9,16.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alcuescar,Cáceres,10.6,-1.8,4.4,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Chipiona,Cádiz,10.5,0.9,5.7,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Rota, Base Naval",Cádiz,10.6,0.8,5.7,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Grazalema,Cádiz,10.7,0.6,5.6,20.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Olvera,Cádiz,,,,,,,0.0,0.0,,0.0,2021-01-14
El Bosque,Cádiz,12.1,0.1,6.1,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
San José del Valle,Cádiz,13.0,2.6,7.8,22.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Jerez de la Frontera Aeropuerto,Cádiz,13.2,-1.8,5.7,24.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
San Fernando,Cádiz,11.1,5.2,8.2,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cádiz,Cádiz,11.7,6.1,8.9,20.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Medina Sidonia,Cádiz,13.3,-1.1,6.1,29.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Vejer de la Frontera,Cádiz,13.4,7.2,10.3,26.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Barbate,Cádiz,15.0,2.0,8.5,26.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Tarifa,Cádiz,14.0,8.2,11.1,44.0,29.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Jimena de la Frontera,Cádiz,15.2,-0.1,7.5,38.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
San Roque,Cádiz,15.2,8.2,11.7,52.0,36.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Castro Urdiales,Cantabria,11.9,7.7,9.8,45.0,27.0,1.4,0.0,0.0,0.0,1.4,2021-01-14
Ramales de la Victoria,Cantabria,10.0,-0.5,4.8,12.0,6.0,4.6,0.0,0.0,0.8,3.8,2021-01-14
"Barcena de Cicero, Treto",Cantabria,11.7,3.0,7.3,27.0,14.0,0.8,0.0,0.0,0.0,0.8,2021-01-14
"Soba, Alto Miera",Cantabria,,,,,,,0.0,0.0,,,2021-01-14
Santander Aeropuerto,Cantabria,11.6,3.9,7.8,33.0,21.0,0.7,0.0,0.0,0.0,0.7,2021-01-14
Santander,Cantabria,11.3,6.8,9.1,46.0,30.0,0.4,0.0,0.0,0.0,0.4,2021-01-14
Villacarriedo,Cantabria,9.5,-0.8,4.3,28.0,17.0,6.4,0.0,0.0,1.2,5.2,2021-01-14
"Los Tojos, Bárcena Mayor",Cantabria,4.9,-4.3,0.3,24.0,9.0,4.8,0.0,0.0,1.8,3.0,2021-01-14
San Felices de Buelna,Cantabria,10.6,-1.4,4.6,33.0,16.0,2.2,0.0,0.0,0.2,2.0,2021-01-14
"Torrelavega, Sierrapando",Cantabria,10.5,1.9,6.2,40.0,26.0,3.8,0.0,0.0,0.0,3.8,2021-01-14
San Vicente de la Barquera,Cantabria,11.4,3.3,7.3,38.0,28.0,,0.0,0.0,,1.0,2021-01-14
"Camaleño, Fuente De",Cantabria,7.6,-3.8,1.9,10.0,4.0,,,,,0.0,2021-01-14
"Cillórigo de Liébana, Tama",Cantabria,7.5,-5.0,1.3,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Tresviso,Cantabria,8.2,-0.2,4.0,47.0,32.0,1.2,0.0,0.0,0.6,0.6,2021-01-14
"Santillana del Mar, Altamira",Cantabria,10.6,4.0,7.3,40.0,22.0,0.6,0.0,0.0,0.0,0.6,2021-01-14
Reinosa,Cantabria,6.4,-12.9,-3.2,29.0,21.0,0.6,0.0,0.0,0.1,0.5,2021-01-14
Alto Campoo,Cantabria,4.9,-1.0,2.0,61.0,31.0,0.9,0.0,0.0,0.8,0.1,2021-01-14
"Valderredible, Cubillo de Ebro",Cantabria,2.7,-9.1,-3.2,16.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Valderredible, Polientes",Cantabria,2.4,-6.0,-1.8,10.0,6.0,0.1,0.0,0.0,0.0,0.1,2021-01-14
Segorbe,Castelló/Castellón,14.8,-1.0,6.9,54.0,33.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Montanejos,Castelló/Castellón,12.1,0.5,6.3,39.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Villafranca del Cid/Vilafranca,Castelló/Castellón,7.2,-2.9,2.1,74.0,49.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Atzeneta del Maestrat,Castelló/Castellón,17.4,-2.5,7.4,45.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Castellón - Almassora,Castelló/Castellón,15.5,3.3,9.4,20.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Torreblanca,Castelló/Castellón,14.2,4.1,9.1,25.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
La Pobla de Benifassà-Fredes,Castelló/Castellón,3.4,-0.7,1.4,96.0,60.0,0.2,0.0,0.0,0.0,0.2,2021-01-14
Morella,Castelló/Castellón,5.5,0.6,3.1,54.0,35.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Castellfort,Castelló/Castellón,5.7,-1.1,2.3,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Ceuta,Ceuta,15.1,10.6,12.9,50.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alcazar de San Juan,Ciudad Real,6.4,-4.3,1.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Tomelloso,Ciudad Real,9.6,-4.4,2.6,17.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Ciudad Real,Ciudad Real,11.8,-3.8,4.0,14.0,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Villanueva de los Infantes,Ciudad Real,10.9,0.8,5.8,18.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Valdepeñas,Ciudad Real,12.9,-4.1,4.4,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Viso del Marqués,Ciudad Real,13.6,-1.8,5.9,13.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Abenójar,Ciudad Real,12.3,-2.3,5.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Puebla de Don Rodrigo,Ciudad Real,13.7,-5.5,4.1,15.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Almadén,Ciudad Real,12.7,-1.8,5.4,11.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Puertollano,Ciudad Real,13.3,-3.0,5.2,17.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Fuencaliente,Ciudad Real,13.9,-2.6,5.6,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Valsequillo,Córdoba,11.6,-4.3,3.7,12.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Hinojosa del Duque,Córdoba,10.1,-3.2,3.5,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cardeña,Córdoba,12.7,0.6,6.6,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Montoro,Córdoba,12.9,-3.7,4.6,15.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Villanueva de Córdoba,Córdoba,10.8,0.6,5.7,24.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Córdoba, Embalse de Guadanuño",Córdoba,12.6,-1.3,5.7,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Córdoba Aeropuerto,Córdoba,13.5,-2.5,5.5,18.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Priego de Córdoba,Córdoba,11.1,-2.4,4.4,32.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Doña Mencía,Córdoba,12.2,4.5,8.3,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Córdoba, Prágdena",Córdoba,11.7,-1.2,5.2,13.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Espiel,Córdoba,13.7,-4.6,4.5,17.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Fuente Palmera,Córdoba,13.4,-1.1,6.1,13.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Benamejí,Córdoba,11.4,-0.2,5.6,21.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Aguilar de la Frontera,Córdoba,12.1,-0.5,5.8,18.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
La Rambla,Córdoba,13.9,-2.4,5.7,17.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Beteta,Cuenca,,,,,,,,,,,2021-01-14
Cañizares,Cuenca,14.1,-8.2,3.0,,,,,,,,2021-01-14
Tarancón,Cuenca,7.1,-4.0,1.5,17.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Alcázar del Rey,Cuenca,6.6,-6.2,0.2,24.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Abia de Obispalia,Cuenca,12.4,-3.9,4.2,29.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Villares del Saz,Cuenca,6.2,-7.1,-0.5,,,,,,,,2021-01-14
Alberca de Zancara,Cuenca,6.9,-10.0,-1.5,26.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
San Clemente,Cuenca,2.2,-8.5,-3.1,31.0,26.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Osa de la Vega,Cuenca,3.7,-8.2,-2.2,23.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Belmonte,Cuenca,,,,,,,0.0,,0.0,0.0,2021-01-14
Cuenca,Cuenca,11.4,-4.1,3.6,18.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Motilla del Palancar,Cuenca,6.4,-9.8,-1.7,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Salvacañete,Cuenca,12.7,-12.5,0.1,36.0,20.0,,,,,,2021-01-14
Mira,Cuenca,8.7,2.4,5.5,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Irún,Gipuzkoa,10.4,7.9,9.1,42.0,19.0,2.6,0.0,0.0,0.0,2.6,2021-01-14
San Sebastián Aeropuerto,Gipuzkoa,11.0,8.0,9.5,35.0,18.0,1.5,0.0,0.0,0.1,1.4,2021-01-14
Renteria,Gipuzkoa,9.6,6.1,7.9,35.0,14.0,5.8,0.2,0.0,0.4,5.2,2021-01-14
Segura - Lastala,Gipuzkoa,10.7,5.1,7.9,18.0,7.0,1.2,0.0,0.0,0.0,1.2,2021-01-14
Beasain,Gipuzkoa,10.4,5.0,7.7,23.0,12.0,2.6,0.0,0.0,0.0,2.6,2021-01-14
Ordizia,Gipuzkoa,9.1,5.2,7.2,23.0,10.0,4.0,0.0,0.0,0.0,4.0,2021-01-14
Legazpia,Gipuzkoa,7.5,2.9,5.2,,,4.2,0.0,0.0,0.4,3.8,2021-01-14
Zumarraga,Gipuzkoa,7.1,2.0,4.5,44.0,23.0,2.4,0.0,0.0,0.2,2.2,2021-01-14
Azpeitia,Gipuzkoa,9.9,5.7,7.8,30.0,17.0,2.2,0.0,0.0,0.0,2.2,2021-01-14
Zumaia,Gipuzkoa,12.6,8.3,10.5,53.0,35.0,1.1,0.0,0.0,0.1,1.0,2021-01-14
Aretxabaleta,Gipuzkoa,10.2,3.4,6.8,,,1.2,0.0,0.0,0.0,1.2,2021-01-14
Elgeta,Gipuzkoa,7.8,3.0,5.4,29.0,12.0,4.2,0.0,0.0,0.2,4.0,2021-01-14
Elgoibar,Gipuzkoa,9.7,5.0,7.3,24.0,11.0,1.5,0.0,0.0,0.0,1.5,2021-01-14
Mutriku,Gipuzkoa,10.4,8.6,9.5,44.0,25.0,1.0,0.0,0.0,0.0,1.0,2021-01-14
Blanes,Girona,14.2,5.1,9.6,28.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Castell, Platja d'Aro",Girona,14.0,0.2,7.1,23.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sant Pau de Segúries,Girona,9.4,-7.2,1.1,10.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Planoles,Girona,14.4,0.4,7.4,53.0,28.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Ripoll,Girona,,,,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Les Planes d'Hostoles,Girona,11.7,-4.7,3.5,12.0,5.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Sant Hilari,Girona,9.7,-3.3,3.2,14.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Girona Aeropuerto,Girona,14.2,-2.9,5.6,18.0,13.0,0.8,0.0,0.8,0.0,0.0,2021-01-14
Girona,Girona,14.4,-1.1,6.6,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Porqueres,Girona,13.7,-1.2,6.2,14.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
L'Estartit,Girona,14.6,1.4,8.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
La Vall de Bianya,Girona,11.5,-4.6,3.5,11.0,5.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Castelló d'Empúries,Girona,15.1,-2.1,6.5,35.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Maçanet de Cabrenys,Girona,13.5,-0.7,6.4,24.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Espolla,Girona,15.3,0.6,8.0,66.0,32.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Figueres,Girona,15.1,1.4,8.3,35.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Cabo de Creus,Girona,14.6,9.9,12.3,,72.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
La Molina,Girona,7.7,-1.3,3.2,48.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Baza,Granada,11.6,-4.9,3.4,35.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Dólar,Granada,10.9,1.0,5.9,26.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Víznar,Granada,10.8,2.2,6.5,,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Granada-Cartuja,Granada,13.6,-1.3,6.2,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Granada Aeropuerto,Granada,13.5,-5.3,4.1,24.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Loja,Granada,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Lanjarón,Granada,15.5,0.8,8.2,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Salobreña,Granada,17.2,4.2,10.7,29.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
"Motril, Puerto",Granada,,,,23.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Castell de Ferro,Granada,15.0,7.3,11.2,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Válor,Granada,15.7,4.8,10.3,,,0.0,0.0,0.0,0.0,0.0,2021-01-14
Molina de Aragón,Guadalajara,-1.9,-21.6,-11.8,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
Zaorejas,Guadalajara,9.4,-6.4,1.5,27.0,15.0,,,,,0.0,2021-01-14
